reg_ts,user_id,country,entry_point,target
1735690468,840,FR,android,26.898612745164865
1735691539,3913,US,ios,24.401999584436417
1735691694,841,ES,android,0
1735691878,842,GB,android,29.579321306362914
1735692316,1518,US,ios,24.401999584436417
1735692434,3652,US,android,0
1735693090,3653,DE,android,163.2667181045635
1735693140,843,AU,android,23.709800272073192
1735693541,844,BR,android,0
1735693673,4380,US,ios,48.803999168872835
1735693856,495,ZA,android,0
1735694073,845,BZ,android,0
1735694259,4302,IN,android,0
1735694267,3654,US,android,0
1735694470,496,PT,android,0
1735694816,3953,US,android,48.901999167203904
1735694942,846,CA,android,20.869989029461404
1735695905,3655,SV,android,0
1735696182,847,US,android,0
1735696982,497,US,android,0
1735697016,848,PL,android,276.53061022472957
1735697177,1,US,android,1468.1869749969244
1735700096,849,US,android,366.7649937540292
1735701157,3656,BD,android,0
1735701244,3657,BD,android,0
1735702536,3954,EG,android,0
1735702574,850,IN,android,0
1735703459,2604,TW,android,0
1735704259,851,TO,android,0
1735704653,2605,US,android,48.901999167203904
1735704813,852,US,android,0
1735706221,2606,CL,android,0
1735707619,3713,IN,android,0
1735708747,853,GB,android,0
1735708825,3914,US,ios,48.803999168872835
1735709101,3714,US,android,318.05899458348756
1735709518,4205,AU,ios,25.25684259761627
1735710740,2607,US,android,24.450999583601952
1735711664,3715,US,android,244.55899583518504
1735711927,3716,IN,android,0
1735712777,3717,RE,android,226.19868631419237
1735713591,3718,ZA,android,0
1735713766,3955,US,android,48.901999167203904
1735713777,854,IN,android,0
1735714011,855,ZW,android,0
1735714193,3719,KG,android,0
1735714389,498,FR,android,27.260240588294003
1735715092,3720,UZ,android,0
1735715233,499,MY,android,0
1735715308,4303,VN,android,0
1735715679,1169,TR,ios,301.3245787970168
1735716044,3721,TJ,android,0
1735716179,3722,MA,android,74.83006184641258
1735716361,4304,US,android,24.450999583601952
1735716369,500,IN,android,428.4217766572277
1735716480,856,TR,android,0
1735716566,3956,FR,android,0
1735717450,85,KG,android,213.55874670823204
1735718018,857,US,android,24.450999583601952
1735718783,2,PL,android,619.8489897480606
1735718786,858,KZ,android,0
1735719494,501,KE,android,0
1735719913,3723,CD,android,0
1735720071,4381,CA,ios,24.89999961129257
1735720302,859,TR,android,11.130698445959398
1735720520,502,DE,android,0
1735720677,860,IN,android,0
1735721207,4623,PL,ios,38.60687168291919
1735721454,861,NL,android,27.335337602323328
1735721845,4624,TR,ios,0
1735722275,3724,US,android,24.450999583601952
1735722356,4305,SY,android,0
1735722397,4206,CZ,ios,28.075862513853945
1735722951,862,PL,android,91.6314728137041
1735723022,1170,BE,ios,1160.9887008370356
1735723088,3725,IT,android,162.8968777147727
1735723216,3726,ID,android,0
1735723537,3727,NO,android,0
1735724094,3728,MD,android,0
1735724128,863,HK,android,0
1735724502,4306,TR,android,0
1735724849,3729,UZ,android,0
1735725186,3730,CH,android,83.57934955692366
1735725364,2571,ES,android,27.335337602323328
1735725856,3731,VN,android,0
1735725881,4307,GH,android,0
1735725916,3732,IT,android,27.143842130476525
1735726131,3957,TR,android,22.257179732706568
1735726320,3958,PK,android,0
1735726414,41,IT,android,5319.439559944805
1735726939,4308,IR,android,0
1735727085,4309,AU,android,23.773201341398934
1735727401,3959,DE,android,0
1735727581,3733,IN,android,0
1735727787,1519,PL,ios,0
1735727877,3734,HR,android,3058.787455581583
1735727917,3735,RU,android,0
1735727947,3736,FI,android,0
1735728147,2608,ZA,android,0
1735728300,3198,AZ,android,0
1735728594,3737,GE,android,0
1735729103,3738,IN,android,0
1735730160,3739,TW,android,0
1735730536,864,ES,android,0
1735731152,3740,KR,android,0
1735731210,865,ZA,android,0
1735731310,3741,FR,android,0
1735731365,3742,ES,android,0
1735732171,3743,MA,android,0
1735732193,3744,IT,android,0
1735732197,3745,IT,android,81.68985403463559
1735732771,866,TR,android,11.121641468535463
1735732784,2572,HU,android,0
1735732930,3746,BA,android,53.33742010385147
1735733250,4310,RS,android,27.596418623439746
1735733337,4311,TR,android,0
1735733549,2573,IT,android,0
1735733606,4022,RU,android,0
1735733688,3747,AU,android,71.05580293348244
1735733867,4275,PL,ios,64.03596239166681
1735733982,867,CD,android,0
1735734004,3748,AU,android,23.773201341398934
1735734294,868,TR,android,55.634712889486124
1735734619,4276,DE,ios,32.577076218394716
1735734632,2574,SD,android,0
1735734818,4312,RO,android,0
1735734825,2575,RU,android,0
1735734844,869,IT,android,0
1735735197,870,TR,android,0
1735735302,2576,ES,android,27.093192225498175
1735735454,4625,CH,ios,83.30302618019186
1735735845,3960,SE,android,26.529707554286205
1735736181,3749,NL,android,54.03229980112444
1735736210,871,NG,android,0
1735736267,872,TN,android,0
1735736334,3750,IN,android,0
1735736424,2609,ES,android,54.308051142459185
1735736774,3961,KR,android,0
1735736819,3751,JM,android,0
1735736870,3,US,android,97.80399833440781
1735736922,3752,NL,android,0
1735737018,873,EE,android,0
1735737103,4313,DZ,android,0
1735737131,1520,DE,ios,53.88615519709209
1735737168,3753,BE,android,0
1735737320,4207,TH,ios,0
1735737408,874,DE,android,0
1735737570,4335,GB,ios,774.5818608347508
1735737684,3754,IN,android,0
1735737912,875,ES,android,0
1735737938,3199,AT,android,351.7625003648412
1735738043,2610,GE,android,0
1735738248,3755,DE,android,0
1735738387,3756,BR,android,23.559167165788466
1735738495,876,GB,android,29.50896796443805
1735738563,3757,BG,android,193.71708159824624
1735738608,877,FR,android,27.018760445424437
1735738672,4314,RO,android,0
1735738710,878,PL,android,0
1735739156,2611,PL,android,0
1735739188,4023,FR,android,0
1735739318,3758,GR,android,0
1735739497,4315,FR,android,0
1735739532,991,IN,android,0
1735739566,503,GB,android,203.14324712443377
1735739636,3200,IT,android,0
1735739895,3759,LC,android,0
1735740041,3962,AZ,android,0
1735740073,3760,PL,android,0
1735740091,992,BR,android,0
1735740249,993,AZ,android,0
1735740549,1171,IL,ios,76.60844935920016
1735740689,994,BR,android,0
1735740760,155,ES,android,325.96649860365113
1735741064,3963,TG,android,0
1735741141,3761,PT,android,110.0376220883376
1735741209,86,CZ,android,180.98109204593555
1735741429,3762,IT,android,0
1735741537,995,ES,android,842.7626388610017
1735741926,2612,GB,android,0
1735742046,4316,UZ,android,0
1735742142,996,DE,android,0
1735742209,3763,FR,android,54.23604436669385
1735742245,2577,LV,android,0
1735742346,3764,SK,android,0
1735742588,2613,TR,android,0
1735742678,997,DE,android,0
1735742769,998,SA,android,0
1735742951,999,ES,android,0
1735743513,1000,HU,android,0
1735743583,3765,GB,android,29.579321306362914
1735743597,3766,PE,android,0
1735743751,3767,HU,android,47.90269622988511
1735743956,504,CL,android,0
1735743991,4336,IN,ios,0
1735744048,4626,DE,ios,32.40711954458571
1735744353,4317,US,android,0
1735744529,4627,CZ,ios,27.82416758536682
1735744547,1001,ES,android,0
1735744633,3964,PL,android,61.46120175139375
1735744695,505,PE,android,0
1735744901,4,HU,android,71.66180844883107
1735745267,2614,MX,android,0
1735745365,3768,VN,android,0
1735745621,3769,PE,android,0
1735745852,1002,RO,android,0
1735745988,156,UA,android,424.05730898807667
1735746094,3770,IT,android,0
1735746600,1521,FR,ios,0
1735746609,4628,TR,ios,0
1735746880,3771,PE,android,0
1735746916,1003,GB,android,29.18128859415185
1735747305,1004,TR,android,0
1735747412,1005,NO,android,29.97371225319649
1735747511,3772,UZ,android,0
1735747582,4318,BR,android,0
1735747973,1006,BR,android,0
1735748124,3773,MK,android,0
1735748132,1007,PE,android,0
1735748170,1008,AR,android,0
1735748222,1009,CZ,android,0
1735748339,4337,DE,ios,0
1735748479,506,LT,android,27.093192225498175
1735748498,1010,IN,android,0
1735748645,3774,FR,android,54.13678262877136
1735748667,1011,IN,android,0
1735748840,3822,FR,android,0
1735748862,1012,CA,android,0
1735749360,4629,ES,ios,32.46839469107797
1735749795,3823,US,android,0
1735750020,1013,TR,android,44.47914893324232
1735750058,1014,US,android,73.35299875080585
1735750179,3824,MX,android,71.6716200451463
1735750264,4338,VN,ios,0
1735750457,1015,IN,android,0
1735750520,1016,DE,android,0
1735750540,3825,IL,android,0
1735750820,1522,RS,ios,32.23521126574868
1735750990,3826,BA,android,0
1735751928,1017,CL,android,0
1735752020,4630,US,ios,24.401999584436417
1735752374,3827,TR,android,0
1735752518,4285,MA,web,0
1735752849,3828,PL,android,0
1735752943,1018,TR,android,22.271415442720304
1735753419,4208,US,ios,0
1735753444,3829,BR,android,0
1735753448,2615,US,android,0
1735753489,2616,RO,android,0
1735753753,3830,IT,android,0
1735754199,3831,GB,android,0
1735754321,3832,PL,android,0
1735754775,1019,FR,android,0
1735754889,4631,US,ios,0
1735755063,4382,GB,ios,65.74646472995586
1735755190,42,PL,android,61.1850048917148
1735755605,3833,DE,android,0
1735756372,1523,US,ios,685.3139883291722
1735756556,200,UA,web,41.48473788445553
1735757057,4632,BR,ios,0
1735757450,3834,ES,android,0
1735757462,1524,US,ios,48.901999167203904
1735757658,2617,PL,android,0
1735757660,1020,ML,android,0
1735757969,87,BE,android,81.73557852011058
1735758051,3835,CL,android,23.305252179003077
1735758366,4319,DE,android,80.90738903110679
1735758801,3836,PL,android,0
1735759005,4339,US,ios,122.10799792051316
1735759076,2578,LY,android,0
1735759212,1021,US,android,0
1735760105,2579,US,android,0
1735760247,1022,LV,android,0
1735760276,3837,TR,android,0
1735760433,507,FR,android,0
1735760446,157,US,android,831.9709858316183
1735760848,2580,DE,android,161.69410272988586
1735760986,3201,CA,android,0
1735761192,3838,AT,android,27.018760445424437
1735761472,1023,IN,android,0
1735762087,1024,FR,android,0
1735762100,4209,US,ios,24.401999584436417
1735762279,1525,ES,ios,0
1735762418,508,CH,android,417.04943322576406
1735763131,3839,GB,android,235.4833012941829
1735763853,3840,IT,android,0
1735764388,2581,FR,android,54.23604436669385
1735765620,3841,BR,android,0
1735766017,1025,BZ,android,0
1735767800,158,DE,android,16849.099559303777
1735767851,204,US,android,1027.5299825012685
1735767945,2582,GB,android,0
1735768764,509,BR,android,0
1735768910,1026,DE,android,0
1735769910,3842,CR,android,0
1735770274,1027,IN,android,0
1735770410,1526,US,ios,24.401999584436417
1735770616,3843,UY,android,0
1735770786,3844,CO,android,0
1735771220,2583,MX,android,23.896120271789567
1735771793,510,US,android,0
1735771846,1028,DE,android,0
1735771880,3845,RU,android,0
1735772391,1527,IT,ios,32.675736328573194
1735773150,4024,CL,android,23.30063711137776
1735773261,3846,BR,android,0
1735773265,1029,EC,android,0
1735773774,2618,BR,android,0
1735774041,1030,BR,android,0
1735774485,3847,PL,android,92.19180262709062
1735775303,511,DE,android,3632.67776081375
1735776377,1528,DE,ios,0
1735776711,4633,IT,ios,0
1735776745,1031,CL,android,0
1735776781,1032,NG,android,0
1735777550,3848,BR,android,23.113136733721767
1735777635,4634,US,ios,0
1735778536,1033,CO,android,0
1735778679,1034,FR,android,27.018760445424437
1735778810,3849,TR,android,22.257179732706568
1735779219,3850,FJ,android,0
1735780402,2584,US,android,24.450999583601952
1735780509,3915,US,ios,0
1735780930,4340,CA,ios,0
1735781192,1035,DZ,android,0
1735781194,3965,TR,android,22.243264824094304
1735781279,3851,MX,android,0
1735781978,1036,SX,android,0
1735782766,3852,US,android,0
1735783558,1037,BR,android,0
1735783986,512,TN,android,0
1735784184,3853,US,android,48.901999167203904
1735784715,2619,AU,android,70.85541255475547
1735785061,1038,TT,android,0
1735785204,2585,GP,android,0
1735785557,3854,US,android,0
1735786645,1039,AZ,android,0
1735786756,1040,FR,android,27.018760445424437
1735786869,1041,GB,android,0
1735786872,1042,BR,android,0
1735787028,88,CA,android,581.3629620478457
1735788528,3855,US,android,220.15699625074865
1735788617,3856,BR,android,0
1735788625,4383,US,ios,24.401999584436417
1735788854,3202,BR,android,0
1735788883,1043,US,android,0
1735789766,3857,IN,android,0
1735789991,513,US,android,0
1735789997,1044,MW,android,0
1735790483,4320,US,android,24.450999583601952
1735790490,43,AU,android,2969.790746285708
1735790705,514,CH,android,0
1735791008,3966,CA,android,20.732885047133255
1735791141,1045,US,android,24.450999583601952
1735791786,515,US,android,48.901999167203904
1735793183,3967,UZ,android,0
1735793373,1046,US,android,0
1735794152,1529,DE,ios,359.7440797501888
1735794339,4321,UZ,android,0
1735794713,1047,US,android,171.25499708354477
1735794879,1530,US,ios,97.60799833774567
1735794940,3858,CO,android,0
1735795083,3859,BG,android,27.641919785510808
1735795378,3860,US,android,24.450999583601952
1735795390,3861,LV,android,0
1735795596,3862,MM,android,0
1735795676,3968,PL,android,0
1735796121,3863,US,android,0
1735796152,2620,CR,android,30.301053980031547
1735796470,1048,CO,android,0
1735796758,3203,US,android,73.35299875080585
1735797140,4635,US,ios,0
1735797146,1049,KR,android,0
1735797650,4636,DE,ios,64.57699560693601
1735798627,2621,TJ,android,0
1735799039,1050,HU,android,0
1735799885,4322,US,android,0
1735800657,1051,IN,android,0
1735800821,516,NG,android,0
1735801317,1052,FR,android,0
1735802220,1053,NO,android,0
1735802580,1054,MX,android,0
1735802879,5,PL,android,0
1735803020,2622,IN,android,0
1735803317,3864,IN,android,0
1735803427,3865,IN,android,0
1735803663,3969,DE,android,53.831907974170534
1735803672,3866,IT,android,0
1735803820,3867,NZ,android,26.01592272669202
1735803826,4341,FR,ios,0
1735805115,1055,AU,android,191.21527089479395
1735805380,3868,KZ,android,0
1735805815,4637,FR,ios,0
1735806319,3916,CA,ios,72.47730373320533
1735806578,1056,IN,android,0
1735806693,1057,AT,android,27.018760445424437
1735806864,1531,US,ios,24.401999584436417
1735806956,4323,IN,android,0
1735807272,3869,IN,android,0
1735808309,4638,DE,ios,97.18560386949713
1735808367,3870,TR,android,33.37882120124203
1735808632,1058,DZ,android,23.13732811685886
1735808927,3871,RE,android,25.217509632752993
1735808973,3872,UZ,android,0
1735809191,3873,AU,android,23.618470851585162
1735809302,1532,US,ios,24.401999584436417
1735809503,1059,DZ,android,0
1735809633,517,JO,android,0
1735810111,1060,AZ,android,0
1735810129,3970,IN,android,0
1735810312,2623,HU,android,0
1735810425,44,IE,android,604.0228523804354
1735810524,159,KR,android,4994.774091439477
1735810537,4324,PL,android,91.84964327601006
1735810769,4639,AU,ios,0
1735811427,3902,PL,android,2031.8660304555697
1735811507,3903,LR,android,0
1735811624,1061,SA,android,0
1735812028,4325,RO,android,0
1735812103,3904,IN,android,0
1735813129,518,BD,android,0
1735813345,3905,CZ,android,0
1735813365,2586,ES,android,0
1735814205,2587,DE,android,0
1735814254,3906,BR,android,23.113136733721767
1735814548,89,FR,android,594.6828218318628
1735814578,1062,US,android,73.35299875080585
1735815554,3907,IN,android,0
1735815644,3908,LK,android,0
1735815720,1063,MD,android,0
1735815721,1064,PH,android,0
1735815994,2624,EE,android,0
1735816058,1065,DE,android,0
1735816089,3909,IN,android,0
1735816365,3910,US,android,24.450999583601952
1735816853,1066,PL,android,0
1735817121,4326,PL,android,0
1735817133,1067,SG,android,52.63352124426558
1735817184,3204,US,android,0
1735817849,1068,BR,android,23.55914740636325
1735817972,1069,ES,android,0
1735818230,45,XK,android,90.51597976026142
1735818242,3911,PH,android,96.33574529728018
1735818481,1533,DE,ios,54.08412258444238
1735818494,4327,UZ,android,0
1735818858,2588,AZ,android,0
1735818918,4328,VN,android,0
1735819405,3244,DE,android,80.58961049187484
1735819825,1070,PL,android,0
1735820421,3245,NL,android,27.070691236735584
1735820443,1071,DE,android,0
1735820569,519,LB,android,0
1735820618,2589,TR,android,0
1735820720,4025,DE,android,0
1735820770,3246,AL,android,0
1735821117,1072,PL,android,0
1735821159,3247,CL,android,23.30063711137776
1735821509,1073,GR,android,27.30928470636847
1735821571,1074,RO,android,0
1735821851,520,ES,android,0
1735822319,1075,CO,android,0
1735822348,1076,GE,android,0
1735823463,3248,FR,android,162.27958088965104
1735823511,2625,CZ,android,0
1735823827,1077,IN,android,0
1735824111,3249,TR,android,0
1735824261,521,SK,android,0
1735824306,1078,BR,android,118.94274453708098
1735824547,4640,ES,ios,0
1735824579,1534,CH,ios,55.68949646875917
1735824721,3250,ME,android,0
1735824724,3251,MY,android,0
1735825036,2590,GR,android,27.2866042520618
1735825262,1079,IN,android,0
1735825497,3252,TR,android,0
1735825698,1080,IN,android,0
1735825785,3253,BE,android,0
1735825955,1081,GB,android,0
1735826074,3254,ZA,android,273.3613288818941
1735826326,1082,IN,android,0
1735826368,3255,IN,android,0
1735826512,2626,IR,android,0
1735826528,1083,BR,android,0
1735826793,1084,GH,android,0
1735826994,1085,FR,android,27.118022183346923
1735827194,3971,US,android,24.450999583601952
1735827196,2591,IN,android,2016.2909613327142
1735827341,1086,GB,android,0
1735827395,522,IT,android,0
1735827432,3256,FR,android,0
1735827644,3257,RO,android,27.04206129222119
1735827689,1087,ES,android,54.26341864822436
1735827860,2627,ES,android,0
1735828517,3205,EG,android,29.722179415036805
1735828561,3258,US,android,0
1735828665,3972,PL,android,30.498891490220686
1735828917,3259,US,android,0
1735828991,3260,AR,android,0
1735829068,1088,KG,android,0
1735829378,3261,GR,android,0
1735829400,2628,DE,android,26.8232664466644
1735829758,1089,IN,android,0
1735829959,1090,IN,android,0
1735830095,4329,IN,android,0
1735830199,3262,PL,android,0
1735830894,1535,BR,ios,0
1735830906,3240,US,ios,0
1735831010,3263,FR,android,0
1735831285,2592,BR,android,0
1735831547,2629,BR,android,0
1735832285,1091,GR,android,0
1735832341,3264,PL,android,30.730600875696876
1735832720,3265,KZ,android,0
1735833298,3266,BO,android,0
1735833432,1092,FR,android,27.018760445424437
1735833539,3267,IN,android,26.769641996518846
1735833559,3268,ZA,android,0
1735834239,1093,LY,android,0
1735834279,2593,FR,android,0
1735834336,2594,SN,android,0
1735834639,4330,CL,android,0
1735834848,3269,IN,android,0
1735834868,1094,KZ,android,18.486914308775216
1735835414,4342,US,ios,24.401999584436417
1735836129,1536,IQ,ios,0
1735836481,523,SA,android,0
1735836843,524,AR,android,0
1735836870,3270,IL,android,26.7655834635788
1735837380,1095,TR,android,0
1735837622,2630,PT,android,0
1735837971,4331,NG,android,0
1735838460,3917,US,ios,171.10799708604813
1735839073,525,CH,android,0
1735839194,526,ES,android,0
1735839335,1096,BR,android,23.559167165788466
1735839353,1097,TR,android,11.134132950606446
1735839771,1098,GB,android,58.77405267520125
1735839926,1537,US,ios,24.401999584436417
1735839933,1099,DE,android,0
1735839941,4641,US,ios,0
1735840123,1100,DE,android,0
1735840586,4642,US,ios,0
1735840721,1101,DE,android,27.04206129222119
1735840813,1102,IQ,android,0
1735840890,1103,DE,android,53.6465328933288
1735841315,3271,US,android,0
1735841549,1104,CZ,android,30.080863503052647
1735841569,1105,UZ,android,23.113749643727537
1735841574,1106,BR,android,0
1735841609,3272,AU,android,23.68408812604644
1735841838,1172,US,ios,0
1735841867,3273,PT,android,0
1735842029,3274,SA,android,0
1735842333,3275,HU,android,0
1735843265,3276,DE,android,268.9756680929687
1735843798,3277,BR,android,0
1735843958,527,TR,android,0
1735845580,3278,BO,android,0
1735845589,4277,IT,ios,0
1735846441,3279,SK,android,0
1735846733,1107,TR,android,0
1735847014,1108,EG,android,0
1735847152,1538,DE,ios,32.385494134214085
1735847211,1109,HU,android,0
1735847987,3280,GE,android,0
1735847999,2595,PE,android,0
1735848232,3281,GB,android,29.18128859415185
1735848841,3282,PK,android,0
1735849073,3283,GR,android,27.311370523955667
1735849118,4643,FR,ios,0
1735849151,4343,NO,ios,1228.4248501979378
1735849305,3284,FI,android,54.8057224879725
1735849469,4332,MX,android,23.93531012509729
1735849822,4286,ES,web,102.7493378160867
1735850011,3285,GB,android,0
1735850114,6,FR,android,135.1856873810746
1735850297,4210,GB,ios,0
1735850906,3286,NL,android,0
1735851347,2631,BR,android,0
1735851353,1110,PL,android,0
1735851364,3287,PL,android,0
1735851943,1111,IL,android,0
1735852230,3288,BR,android,23.67289279228909
1735852299,2596,US,android,24.450999583601952
1735852329,1112,PL,android,30.730600875696876
1735852439,1113,RU,android,0
1735852791,1114,US,android,24.450999583601952
1735853144,3289,GB,android,292.86863184493905
1735853214,2597,PK,android,18.17069434448014
1735853560,1115,FR,android,0
1735853913,3918,LU,ios,31.959696615333854
1735854152,1116,RO,android,0
1735854419,1117,HU,android,0
1735854474,3290,US,android,0
1735854561,1539,DE,ios,0
1735855094,4211,IT,ios,0
1735855495,4333,BR,android,23.55914740636325
1735856213,528,BA,android,23.631281739934973
1735856548,1118,IT,android,0
1735857256,3291,BR,android,0
1735857816,3292,IT,android,0
1735857818,187,LV,ios,362.3274110193561
1735858129,3293,RS,android,0
1735858146,3294,BR,android,0
1735858313,1119,SK,android,0
1735860217,4334,TN,android,0
1735860275,529,TH,android,0
1735860376,188,US,ios,391.65699333012105
1735861380,3295,FR,android,27.018760445424437
1735861460,2598,US,android,97.80399833440781
1735863104,1540,US,ios,97.90199833273888
1735863670,1120,HU,android,23.85009349027232
1735863877,1121,MX,android,0
1735864462,3296,HN,android,0
1735864789,3297,LK,android,0
1735864819,46,PL,android,1261.02543468974
1735865118,4418,BR,android,0
1735865645,3298,BR,android,0
1735866575,2599,MX,android,0
1735866666,47,ID,android,97.10483131878176
1735866728,48,FR,android,0
1735867433,7,US,android,269.1569954162836
1735868505,2632,BR,android,0
1735868616,3919,BR,ios,0
1735868627,3299,CA,android,0
1735868849,1122,TT,android,25.615332963201737
1735869027,4644,GB,ios,0
1735869250,3973,NL,android,0
1735869294,4645,US,ios,48.803999168872835
1735869342,1123,US,android,636.2159891653062
1735869620,1541,US,ios,48.803999168872835
1735869678,1124,NZ,android,26.106849303183505
1735870477,3300,EC,android,0
1735871053,530,ZA,android,0
1735871587,1542,AL,ios,0
1735871829,3301,NZ,android,156.9506018752985
1735872942,3974,US,android,97.80399833440781
1735873150,3302,MX,android,0
1735874656,1543,US,ios,0
1735874696,1125,SV,android,0
1735875193,1126,BR,android,0
1735875528,1127,AU,android,1110.1682443419938
1735875938,4278,US,ios,0
1735876122,1128,CO,android,0
1735876134,3975,CO,android,28.65971450524053
1735876866,3303,IN,android,0
1735876910,3976,US,android,0
1735877267,4344,NZ,ios,86.9980837866422
1735877613,2633,IN,android,0
1735878780,531,TT,android,0
1735880540,3304,KG,android,0
1735881086,3305,PL,android,0
1735881269,1129,KW,android,0
1735882219,3306,US,android,24.450999583601952
1735882705,3307,MX,android,0
1735883062,4419,ES,android,0
1735883334,3308,AR,android,0
1735883418,2600,TR,android,0
1735883438,2634,IN,android,0
1735883559,3309,MN,android,0
1735884001,3310,OM,android,0
1735886279,3206,AU,android,23.71649727102342
1735887304,3311,KZ,android,0
1735887391,2601,TR,android,0
1735887402,3312,IN,android,0
1735887729,3313,SY,android,0
1735888522,205,HU,android,0
1735888579,1130,DZ,android,0
1735889971,1131,BR,android,0
1735889991,3314,TR,android,0
1735890320,4420,US,android,0
1735890660,3315,UZ,android,0
1735890854,3316,HK,android,0
1735891613,4421,TH,android,0
1735891922,3317,BR,android,47.97748715218901
1735891934,1132,VN,android,0
1735891991,3318,NC,android,0
1735892088,2602,AE,android,25.837612077557726
1735892364,1133,MM,android,0
1735892502,1134,ZM,android,0
1735892871,532,RU,android,0
1735893087,2603,PK,android,0
1735893152,1135,US,android,48.901999167203904
1735894003,1136,PL,android,0
1735894952,533,CY,android,0
1735895663,1137,GB,android,29.18128859415185
1735895762,2635,IN,android,0
1735895834,3319,MN,android,0
1735896012,1138,DE,android,135.0197891802692
1735896093,1544,IT,ios,0
1735896556,206,PL,android,61.512644509249185
1735896679,2636,AZ,android,0
1735897037,3320,PK,android,0
1735897127,1139,FR,android,0
1735897619,1140,IN,android,0
1735898003,3321,CZ,android,0
1735898315,1141,ZA,android,0
1735898483,1142,TT,android,0
1735898831,1143,ID,android,24.27867865565102
1735898870,3322,IN,android,0
1735898907,1144,ES,android,0
1735899328,3323,FR,android,729.5841147462709
1735899331,534,IT,android,27.248013215490968
1735899995,3324,FR,android,81.05628133627332
1735900368,3977,RS,android,83.32912083393605
1735900646,3325,TR,android,33.40750536455952
1735900667,3326,GB,android,0
1735901118,1145,IN,android,0
1735901449,4422,BD,android,0
1735901526,1146,IN,android,0
1735901648,3978,IT,android,0
1735901707,3920,DK,ios,0
1735901807,1147,AT,android,0
